Unnamed: 0.1,AssignmentId,scalar_text_sequentiality,sentence_total_sequentialities,sentence_contextual_sequentialities,sentence_topic_sequentialities,story,recAgnPairId,recImgPairId,Unnamed: 0
0,39GHHAVOMGD3J2ES8MWXVZ40SNE4J0,1.3051937354295824,"[0.0, 0.7429793221609933, 1.0941111246744792, 1.6323928833007812, 1.0423439025878907, 1.3459646436903212, 2.0275472005208335, 1.109344482421875, 0.8637889099121093, 0.9552562168666294, 2.0482855902777777, 1.2331303187779017, 1.267578125, 2.0176327354029606, 1.5317220052083333, 1.6619306291852678, 1.400666736421131, 0.6723726240255065, 2.151633522727273]","[-175.63731575012207, -69.68441772460938, -79.4307861328125, -41.1810302734375, -112.38227844238281, -51.43937683105469, -29.57568359375, -53.89996337890625, -140.80782318115234, -72.2020263671875, -47.3916015625, -52.890625, -40.48046875, -51.821533203125, -44.5308837890625, -42.8946533203125, -47.32984924316406, -124.82595825195312, -24.71484375]","[-175.63731575012207, -90.48783874511719, -105.689453125, -70.56410217285156, -154.07603454589844, -75.66674041748047, -53.90625, -73.8681640625, -183.9972686767578, -105.63599395751953, -84.2607421875, -87.41827392578125, -53.15625, -90.15655517578125, -67.5067138671875, -66.16168212890625, -76.74385070800781, -164.495943069458, -48.3828125]","my childhood friend Jennifer was a very gentle and loving friend of mine, when he started dating Nathan it started like a joke we both used to talk about how unserious Nathan was, and how careless and extravagant he was with his spending. He worked at an electronic shop as a sales representative so he did not make enough money yet he spends much more than he earns. It was that bad that i sometimes began to imagine how Jennifer managed to put up with all of his excesses .The most devastating problem about Nathan was that he was a chronic womanizer. In the course of there relationship he has cheated on Jennifer more than seven times, the ones i can still remember or would i say the ones he was caught and could not deny them. Jennifer was sometimes traumatized and always caught in an emotional blackmail. She suffered a lot during the six years of there relationship. I could not understand why she keeps condoling his act of cheating on her. So one day she cried and came to me to complain about how Nathan has just cheated on her i was so mad at her, Nathan and her entire relationship that i screamed at her attempting to give a  piece of my mind. I asked her what she was doing with that good for nothing man, she told me she loved him so much and that she has tried to stop loving him but cannot. the more she tries the more the love increases and how she can not live without him . In frustration i told her to leave my house and that i did not want to hear about Nathan and her relationship with him ever again. both after two years their relationship was still on. Nathan had apologized to her and she forgave him as always and there were back together. Nathan got some religion into his life, he is now a christian. Jennifer told me how everything about Nathan has tremendously changed. I saw the joy i hadn't seen in her for a long time i was happy for her. I was so shocked one morning when she told me that Nathan proposed and she accepted and she would want me to be her maid of honor on her wedding day i was honored to do it and so i was the Maid of Honor in my best friend's wedding. I stood by her and watched her marry her husband.",,30IQTZXKALSNFY1G6POWA5M1W8T0XQ,0.0
0,3TS1AR6UQR0KXNAFRU3JJDWH6E87FB,1.2940317731349475,"[0.0, 1.387221336364746, 0.6541800181070964, 1.3085400390625, 1.096722412109375, 1.681365240187872, 2.098135471343994, 1.6681111653645833, 0.814375, 1.353131878760553, 1.7818359375, 1.10113525390625, 0.996128669151893, 1.232600212097168, 2.2369939630681817]","[-45.625030517578125, -43.3132438659668, -125.90414047241211, -82.7156982421875, -68.25970458984375, -39.050262451171875, -47.23776626586914, -63.26611328125, -74.470703125, -96.23259925842285, -41.6361083984375, -71.4447021484375, -139.32577514648438, -30.181732177734375, -28.244140625]","[-45.625030517578125, -71.05767059326172, -155.34224128723145, -115.42919921875, -101.161376953125, -74.35893249511719, -97.593017578125, -103.30078125, -94.830078125, -138.1796875, -77.2728271484375, -100.07421875, -191.1244659423828, -49.90333557128906, -52.85107421875]",About 3 months ago my wife and I looked at a house that came on the market. This home had 4 acres and a 6 car garage which we fell in love with.  After a visit to a bank for a pre approval we have decided to list our home as for sale by owner on zillow make me move to make the offer seem better contingent on sale of our home. The evening of us making an offer on the house we liked they have accepted an offer overbidding the asking price. Being that our home was still on the market on zillow I had a realtor reach out to me to show the house to his client. A few days later a lady came with her realtor and spent about an hour touring the home.  By the end of the tour she deicded to buy the house for full asking price for a cash deal. I was really surprised and thrown off by this especially since there was no other lined up home for us to purchase. I could not say no to an offer that was presented even with circumstances of us not having anywhere to go at the moment. Because the deal was a cash sale there was not much but a home inpection and closing date was chosen 3 weeks from signing the sale agreement. In the span of 3 weeks we found a rental with only a week left to closing. In a manner of 1 day we moved the entire home into a very nice rental while we shop for a new home. The whole course of the three weeks before closing were extremely stressful and chaotic in midst of trying to find a rental that quickly and hoping things would not fall through with inspection or the sale after signing a lease and moving all our belongings.  Overall it was a very unique experience and I could not be happier. We are still searching for the right house btw.,30MVJZJNHNZ4G8K4PHSOC7FFI8P9JM,,0.0
0,3OHYZ19UGDRWM2L6X0YTGY7LVX5OAL,1.8172185966630596,"[0.0, 3.3184356689453125, 1.5654947916666666, 2.1175537109375, 1.7138614654541016, 1.5831705729166667, 2.0105825570913463, 1.9825760690789473, 1.2291635366586537, 1.526708984375, 1.7285914301872254, 1.3135852813720703, 2.255650111607143, 2.9122246636284723, 2.0006801060267856]","[-32.67041015625, -14.8016357421875, -46.6796875, -15.918670654296875, -22.263656616210938, -18.2666015625, -20.5924072265625, -42.568359375, -42.4886474609375, -26.158203125, -40.04148626327515, -23.619056701660156, -17.90234375, -24.56341552734375, -26.256103515625]","[-32.67041015625, -41.34912109375, -70.162109375, -30.741546630859375, -35.97454833984375, -27.765625, -46.72998046875, -80.2373046875, -58.4677734375, -41.42529296875, -74.61331486701965, -39.382080078125, -33.69189453125, -50.7734375, -54.265625]","About five weeks ago, I got into a bar fight. The fight was over my girlfriend. That ho was messing around with some of the men at the bar. We had all been drinking. We were drinking perhaps too much. The police were called out. Luckily, they decided not to arrest any of us. Once they saw how much of a ho my girlfriend is, they let us all go. They had us sober up down at the drunk tank. Lucky for us, these guys were cool. After we sobered up, me and the guys I was fighting with became buddies. The moral of that story is to not get drunk. Drinking leads to bad times. Especially when there is a ho involved. And my girlfriend is the biggest ho you'll ever see.",,30X31N5D64CBKUDZ4HF203HMS6ZSAH,0.0
0,3Y5140Z9DY2TDKG5OO3LMW0UI9XPIW,1.0979733544545736,"[0.0, 1.7053571428571428, 0.7989409073539402, 1.2072870163690477, 0.32729519330538237, 1.3298117897727273, 1.0858031378851996, 1.79547119140625, 1.7014347956730769, 1.4527853260869565, 1.3651076096754808, 0.83203125, 0.7699411565607245, 1.3922909007352942, 1.0092122395833334, 0.7948040140086207]","[-44.01953125, -22.3359375, -46.458038330078125, -51.06640625, -64.30533409118652, -26.15069580078125, -46.79248809814453, -21.06005859375, -31.00537109375, -48.8603515625, -32.59613037109375, -26.28515625, -59.876007080078125, -40.458984375, -32.87841796875, -59.61083984375]","[-44.01953125, -34.2734375, -64.83367919921875, -76.41943359375, -72.81500911712646, -40.77862548828125, -66.33694458007812, -49.78759765625, -53.1240234375, -82.2744140625, -50.342529296875, -34.60546875, -76.81471252441406, -64.1279296875, -48.0166015625, -82.66015625]","3 months ago I took a huge step forward in my life. I got awarded my PhD. I was the first in my family to do anything beyond a bachelors degree and i am very proud. My whole family was there supporting me and my nephew thinks its cool that I am a doctor now. I was inspired to keep going to school to become a therapist because I was involved with speech therapy as a kid. I had a lisp and anxiety about speaking. Now i am able to speak confidently and with no nervousness thanks to her. She made a huge impact on my life and I want to give that back. my next step will be finding a job or opening a practice. I am open to work with anyone but would love to focus on young adults having the same issues I did. I feel as though i could make meaningful connections with them. After the ceremony we all went out for dinner. I got a lot of doctor themed cards and my brother bought me a get well soon balloon. I still have not found a career but am only 3 months out of school. Some day soon I hope to have my own practice but time will tell. The future is looking bright, and though I am sad to finally be leaving school, I am happy to start the next chapter in my life.",,317HQ483I8ETAZ4S89QTI7VZIFNINQ,0.0
0,317HQ483I8ETAZ4S89QTI7VZSCQNI2,1.3764285867548485,"[0.0, 0.37291526794433594, 1.160186767578125, 2.455965450831822, 1.02460378408432, 1.0110986328125, 2.31931671500206, 0.9468230559275701, 1.6008237875424898, 1.2625491802509015, 1.353294405443915, 1.0525979614257812, 0.8907281041145325, 2.16705322265625, 2.2322417736053466, 1.3284976356907894, 0.7696273591783311, 2.189083323759191, 2.0147367204938615]","[-27.790283203125, -29.860595703125, -30.783203125, -13.09194564819336, -31.736129641532898, -57.4080810546875, -14.512117385864258, -34.884313464164734, -10.7830810546875, -23.92700958251953, -48.137776136398315, -69.21019744873047, -113.60835647583008, -18.498779296875, -16.574280261993408, -35.575927734375, -77.16412734985352, -33.63288879394531, -13.361747741699219]","[-27.790283203125, -32.84391784667969, -49.34619140625, -47.47546195983887, -54.27741289138794, -82.685546875, -33.06665110588074, -47.193013191223145, -31.593790292739868, -40.34014892578125, -87.38331389427185, -95.525146484375, -149.23748064041138, -44.50341796875, -38.896697998046875, -60.8173828125, -104.87071228027344, -70.84730529785156, -27.46490478515625]","The date was July 29th, 2019. It’s officially my due date! A few days ago, I went to the hospital with horrible contractions. They sent me home because I was only 1cm dilated. I’ve been in so much pain, I haven’t slept for around 48 hours. It hurt to sit, hurt to lay down, I’ve basically been standing up on my feet for 2 days. I haven’t eaten either. My bladder was irritated and just stopped working. I couldn’t pee no matter how hard I tried. I was truly the most miserable I’ve ever been. I finally couldn’t stand it anymore so my mom and boyfriend took me back to the hospital and I FINALLY got admitted!! :D I guess all those crazy contractions worked because I finally dilated to 3cm and they admitted me! (After threatening their lives if they didn’t lol) so here I am, on my due date, CRAZY happy with my epidural, and waiting to progress. Right now I’m about 5-6cm. Can’t wait to meet my little boy! UPDATE: My son was born 7/29 at 2:49am. 5 lbs 9oz We’re in post partum recovery, I ended up having a c-section due to meconium in his amniotic fluid. He is perfect, healthy, and we’re learning breastfeeding together. He’s my angel.",,317HQ483I8ETAZ4S89QTI7VZSCQNI2,0.0
0,36H9ULYP63GDHIBHS3SGM31QSU6FJP,1.380027684085654,"[0.0, 1.4586356026785714, 0.8375, 2.474212646484375, 1.2938058035714286, 1.576171875, 1.2193923950195313, 2.6301935369318183, 1.68408203125, 1.3005335881159856, 1.4847628275553386, 1.491668701171875, 0.8505975632440477, 1.413948615392049, 0.9849100748697917]","[-50.72000312805176, -18.2236328125, -33.9765625, -19.019561767578125, -37.583984375, -13.05859375, -60.571136474609375, -24.38427734375, -25.7965087890625, -33.32322692871094, -11.82806396484375, -36.12548828125, -55.3170166015625, -16.18220567703247, -54.37911605834961]","[-50.72000312805176, -28.43408203125, -42.3515625, -31.390625, -46.640625, -22.515625, -84.958984375, -53.31640625, -42.6373291015625, -50.23016357421875, -20.73664093017578, -54.0255126953125, -73.1795654296875, -28.907743215560913, -69.15276718139648]","It was really weird experience at Mary's. It was both good and bad. I always knew that she had a weird father. A bit controlling. Perhaps his military discipline at play? I am not really sure. I got to see it full force when i went to visit mary around 6 months back. Right after i entered, i saw her dad. He was surprisingly old, with grey hair. He was always young and strong in my memories of him. We exchanged pleasantries. I was actually looking forward to help Mary in the kitchen. However, her dad insisted on joining him for drinks and watching the game in the TV. I couldn't refuse, of course. The day was definitely saved by Mary's delicious Italian diner.",,3180JW2OT5YLFLISMRF70RAD3NE5JS,0.0
0,3NAPMVF0ZX10WTY33ZOCZU2SJPD72H,1.343995838296103,"[0.0, -0.04164751838235294, 1.493408203125, 1.4910125732421875, 1.0300052040501644, 1.5166532076322115, 1.3021334134615385, 1.5061338146527607, 1.1505963887487138, 2.0603485107421875, 2.1945356889204546, 1.2277134486607142, 2.0423625599254263, 1.8135882195304422, 1.200348626999628, 1.5167410714285714]","[-24.756103515625, -54.3720703125, -39.51171875, -23.547760009765625, -36.330535888671875, -36.48712158203125, -36.505859375, -56.12391805648804, -41.84478759765625, -35.131591796875, -25.867919921875, -47.56884765625, -22.578445434570312, -32.021063446998596, -51.24031066894531, -25.8984375]","[-24.756103515625, -53.6640625, -63.40625, -38.4578857421875, -55.900634765625, -56.20361328125, -53.43359375, -92.2711296081543, -57.953137040138245, -68.09716796875, -50.0078125, -64.7568359375, -45.04443359375, -62.85206317901611, -76.4476318359375, -36.515625]","I got a promotion at work! It all seemed to be a normal day when a client came in with a problem. I figured I would help them out as if I'd help anyone else. It turned out to be not an average problem. It took me longer than normal for this client, but it was worth it in the end. The client had a problem that would effect a ton of people. I actually had to be in top form to get it done. When done I was thanked and it seemed like this person actually cared that I was able to help them out. My IT team noticed how hard I'd been working lately. They also noticed the extra amount of attention and effort I put into this client. So they promoted me within the team because of it! The people I worked with daily got to have a great day out. We even got an awesome lunch out of it! I also now have some perks that I didn't have before the promotion. Just goes to show if you keep at it and go the extra miles sometimes, sometimes good things happen. Much love out to you all!",,3180JW2OT5YLFLISMRF70RADULOJ53,0.0
0,3UOUJI6MTE03VKDW4W2GZCA92Z4XUT,1.210012110781674,"[0.0, 0.9832066127232143, 0.9423130580357143, 1.8006184895833333, 0.66796875, 0.340480217566857, 1.1049609375, 1.85893718401591, 1.4011896306818181, 0.621109672214674, 1.6343240176930147, 1.7442555147058822, 2.1196203231811523, 1.2568766276041667, 2.0761575137867645, 0.8081752232142857]","[-40.625244140625, -40.803466796875, -42.02734375, -37.345703125, -25.203125, -58.150550842285156, -66.0107421875, -24.3345947265625, -22.0576171875, -43.76263427734375, -24.74383544921875, -37.8388671875, -26.28302001953125, -33.158203125, -28.40966796875, -41.810546875]","[-40.625244140625, -54.568359375, -61.81591796875, -58.953125, -30.546875, -67.00303649902344, -93.634765625, -46.64184093475342, -37.470703125, -58.04815673828125, -52.52734375, -67.4912109375, -60.19694519042969, -48.24072265625, -63.704345703125, -53.125]","I got the worst news of my life 6 months ago. Till today I still do not understand how to go on living life. I mean what do you do when you realize you have no control over the most important things in life. What is next after something that drastic happens to you? is the question I have been asking. It all began with a small illness, until she fainted and I had to rush her to the emergency room. I thought it had to be stress, as we just moved in to our new house and she was the chief decorator. After she regained consciousness, they ran some test. After the test we had a chat with the doctor. The doctor said he could not really tell us what was going on and we were directed to see a specialist. We met with the specialist and he said he would have to run some test. After the test came the news, the doctor said he suspect it might be cancer. I was shocked and said he had to run some more test to confirm. He made us stay over night to carry out the tests. After the test came the confirmation, they discovered a tumor in her breast. I was so lost, still lost, but there is still hope.",,31UV0MXWNRYPKAYM49U7OQVDRUNI50,0.0
0,3M81GAB8A154QO3EIRQT0EMR30BQB8,1.6152499839391337,"[0.0, 1.6126719883510046, 1.41943359375, 2.1009114583333335, 2.3128568209134617, 2.0840576171875, 2.089621803977273, 2.1626953125, 1.4255879720052083, 1.780196053641183, 1.0544836044311523, 1.520017720758915, 1.7861328125, 1.1251627604166667, 1.6873387098312378, 1.2098884582519531, 1.9284028139981357, 2.6949462890625, 1.05393233753386, 1.2566615513392858]","[-48.5712890625, -28.609649658203125, -16.0, -16.849609375, -16.0494384765625, -19.098388671875, -30.05126953125, -21.521484375, -26.104522705078125, -44.76390075683594, -35.92873001098633, -29.09384000301361, -15.673828125, -22.035888671875, -21.384809017181396, -40.13983154296875, -22.103975296020508, -13.1474609375, -39.632386803627014, -14.988525390625]","[-48.5712890625, -51.18705749511719, -27.35546875, -35.7578125, -46.1165771484375, -39.93896484375, -53.037109375, -43.1484375, -43.211578369140625, -69.6866455078125, -57.018402099609375, -53.41412353515625, -29.962890625, -42.288818359375, -41.63287353515625, -59.498046875, -43.31640625, -34.70703125, -61.764965891838074, -23.78515625]","In August 2019, we dropped off our daughter at her university.  We drove for about six and a half hours to drop her off.  It was a big day for everyone.  I was so happy and excited for her.  Of course, I was a little sad at the same time.  I know I will miss her a whole lot.  Once at the university, we were just so proud.  We saw many parents with their children on campus.  It was a little chaotic, but still well organized.  The upper classmates helped with the moving of the freshmen.  We tried to decorate her dorm room with the stuff that reminded her of home.  My daughter and her new roommate were happy to finally meet each other.  The whole day went by so fast.  When it was time to say goodbye, I tried to put on a happy face.  In the end, I could not help being emotional. What I remembered the most about that day is what my daughter did for us.  She had parting gifts for all of us.  She wrote each of us a letter.  I didn't dare to read it in front of her, because I was already so emotional.  I will never forget this day.",31UV0MXWNRYPKAYM49U7OQVDSY9I5V,,0.0
0,324G5B4FB4UT0JVPOCKYG69DW6370B,1.599841764970232,"[0.0, 2.06640625, 1.4761439732142858, 1.9515625, 3.8935546875, 0.8815421054237768, 1.8016826923076923, 1.1106499565972223, 1.4543269230769231, 1.2181919642857142, 0.7969863030218309, 1.5536939832899306, 3.0641886393229165, 1.4578361511230469, 1.6577728271484375, 1.2714589436848958, 2.557077944278717, 1.41595458984375, 1.5728096595177283, 0.9802990640912738, 1.4145379066467285]","[-51.0992431640625, -13.4453125, -16.2685546875, -17.484375, -8.4697265625, -57.097190856933594, -30.002197265625, -11.562744140625, -19.3515625, -32.9326171875, -57.58691215515137, -39.22613525390625, -13.26214599609375, -10.63665771484375, -23.439727783203125, -40.97645568847656, -19.672954082489014, -17.61376953125, -40.98255157470703, -86.6193904876709, -22.29810905456543]","[-51.0992431640625, -21.7109375, -26.6015625, -27.2421875, -27.9375, -73.84649085998535, -53.424072265625, -21.55859375, -38.2578125, -49.9873046875, -82.29348754882812, -67.192626953125, -40.83984375, -22.299346923828125, -40.0174560546875, -60.04833984375, -40.12957763671875, -33.18927001953125, -81.87560272216797, -114.06776428222656, -36.443488121032715]","Oh how can I even describe the way I feel right now. I am broken. So many questions, no answers. Is it my fault? Why did this happen? All these didn't questions and emotions and I can't decipher them. How did I become the wife of an adulterer. I never thought it would happen to me. I never thought he was the kind of man to do this. I guess we all think this way though until it happens to us. The thing that hurts the most though is not just the fact that he has committed adultery but the length of time that its been going on. I guess looking back I should have known but I never questioned his late nights. I never questioned those weekends away. I trusted him wholeheartedly. I think now I just feel so foolish. Did he ever laugh at me knowing what he was doing behind my back. That thought hurts so much too. I am trying to come to terms with all this. He has asked for forgiveness but given the length of time he has been doing this I feel like its unforgivable. It if had been a bad lapse of judgment a one time thing maybe two, I could possibly forgive that but 2 years. Come on I don't think I can.",,324G5B4FB4UT0JVPOCKYG69DW6370B,0.0
